image_id,label,variety,age,image_path,age_outlier,variety_grouped,label_id,var_ADT45,var_AndraPonni,var_AtchayaPonni,var_KarnatakaPonni,var_Onthanel,var_Other,var_Ponni,var_Zonal,age_scaled,var_ADT45,var_AndraPonni,var_AtchayaPonni,var_KarnatakaPonni,var_Onthanel,var_Other,var_Ponni,var_Zonal
105341.jpg,normal,Ponni,60,train_images/normal/105341.jpg,False,Ponni,8,False,False,False,False,False,False,True,False,-0.4513779931558926,False,False,False,False,False,False,True,False
105126.jpg,brown_spot,ADT45,67,train_images/brown_spot/105126.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
103970.jpg,blast,AndraPonni,45,train_images/blast/103970.jpg,False,AndraPonni,3,False,True,False,False,False,False,False,False,-2.12578419109327,False,True,False,False,False,False,False,False
106045.jpg,brown_spot,KarnatakaPonni,75,train_images/brown_spot/106045.jpg,False,KarnatakaPonni,4,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
105242.jpg,normal,Ponni,55,train_images/normal/105242.jpg,False,Ponni,8,False,False,False,False,False,False,True,False,-1.0095133924683517,False,False,False,False,False,False,True,False
103518.jpg,brown_spot,ADT45,72,train_images/brown_spot/103518.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
104247.jpg,brown_spot,ADT45,70,train_images/brown_spot/104247.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
101713.jpg,brown_spot,ADT45,72,train_images/brown_spot/101713.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
110300.jpg,normal,ADT45,60,train_images/normal/110300.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
104882.jpg,blast,ADT45,70,train_images/blast/104882.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
109905.jpg,bacterial_leaf_blight,ADT45,72,train_images/bacterial_leaf_blight/109905.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
107920.jpg,dead_heart,AndraPonni,65,train_images/dead_heart/107920.jpg,False,AndraPonni,5,False,True,False,False,False,False,False,False,0.10675740615656645,False,True,False,False,False,False,False,False
101610.jpg,downy_mildew,KarnatakaPonni,50,train_images/downy_mildew/101610.jpg,False,KarnatakaPonni,6,False,False,False,True,False,False,False,False,-1.5676487917808108,False,False,False,True,False,False,False,False
100409.jpg,bacterial_leaf_streak,Zonal,70,train_images/bacterial_leaf_streak/100409.jpg,False,Zonal,1,False,False,False,False,False,False,False,True,0.6648928054690255,False,False,False,False,False,False,False,True
108159.jpg,downy_mildew,Onthanel,70,train_images/downy_mildew/108159.jpg,False,Onthanel,6,False,False,False,False,True,False,False,False,0.6648928054690255,False,False,False,False,True,False,False,False
108352.jpg,hispa,AndraPonni,65,train_images/hispa/108352.jpg,False,AndraPonni,7,False,True,False,False,False,False,False,False,0.10675740615656645,False,True,False,False,False,False,False,False
105701.jpg,blast,Ponni,47,train_images/blast/105701.jpg,False,Ponni,3,False,False,False,False,False,False,True,False,-1.9025300313682862,False,False,False,False,False,False,True,False
108077.jpg,brown_spot,ADT45,68,train_images/brown_spot/108077.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.4416386457440419,True,False,False,False,False,False,False,False
107374.jpg,blast,Ponni,55,train_images/blast/107374.jpg,False,Ponni,3,False,False,False,False,False,False,True,False,-1.0095133924683517,False,False,False,False,False,False,True,False
104210.jpg,dead_heart,Onthanel,50,train_images/dead_heart/104210.jpg,False,Onthanel,5,False,False,False,False,True,False,False,False,-1.5676487917808108,False,False,False,False,True,False,False,False
100473.jpg,hispa,ADT45,45,train_images/hispa/100473.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-2.12578419109327,True,False,False,False,False,False,False,False
109518.jpg,blast,KarnatakaPonni,75,train_images/blast/109518.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
106630.jpg,hispa,AtchayaPonni,57,train_images/hispa/106630.jpg,False,AtchayaPonni,7,False,False,True,False,False,False,False,False,-0.7862592327433681,False,False,True,False,False,False,False,False
110067.jpg,hispa,ADT45,70,train_images/hispa/110067.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
105959.jpg,hispa,ADT45,50,train_images/hispa/105959.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
108634.jpg,normal,ADT45,60,train_images/normal/108634.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
109125.jpg,dead_heart,Onthanel,70,train_images/dead_heart/109125.jpg,False,Onthanel,5,False,False,False,False,True,False,False,False,0.6648928054690255,False,False,False,False,True,False,False,False
100977.jpg,downy_mildew,ADT45,60,train_images/downy_mildew/100977.jpg,False,ADT45,6,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
110042.jpg,downy_mildew,ADT45,70,train_images/downy_mildew/110042.jpg,False,ADT45,6,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
105385.jpg,brown_spot,ADT45,68,train_images/brown_spot/105385.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.4416386457440419,True,False,False,False,False,False,False,False
105176.jpg,brown_spot,ADT45,67,train_images/brown_spot/105176.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
103517.jpg,tungro,ADT45,70,train_images/tungro/103517.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
107221.jpg,brown_spot,ADT45,50,train_images/brown_spot/107221.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
109343.jpg,dead_heart,ADT45,67,train_images/dead_heart/109343.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
104842.jpg,bacterial_leaf_blight,ADT45,55,train_images/bacterial_leaf_blight/104842.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
102445.jpg,normal,ADT45,70,train_images/normal/102445.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
102312.jpg,dead_heart,Onthanel,50,train_images/dead_heart/102312.jpg,False,Onthanel,5,False,False,False,False,True,False,False,False,-1.5676487917808108,False,False,False,False,True,False,False,False
101532.jpg,tungro,ADT45,72,train_images/tungro/101532.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
109235.jpg,brown_spot,ADT45,55,train_images/brown_spot/109235.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
103192.jpg,normal,ADT45,60,train_images/normal/103192.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
109142.jpg,hispa,AtchayaPonni,65,train_images/hispa/109142.jpg,False,AtchayaPonni,7,False,False,True,False,False,False,False,False,0.10675740615656645,False,False,True,False,False,False,False,False
104475.jpg,blast,ADT45,70,train_images/blast/104475.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
104984.jpg,brown_spot,ADT45,65,train_images/brown_spot/104984.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.10675740615656645,True,False,False,False,False,False,False,False
107469.jpg,brown_spot,ADT45,50,train_images/brown_spot/107469.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
100905.jpg,tungro,ADT45,70,train_images/tungro/100905.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
109610.jpg,blast,KarnatakaPonni,75,train_images/blast/109610.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
100389.jpg,tungro,ADT45,57,train_images/tungro/100389.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,-0.7862592327433681,True,False,False,False,False,False,False,False
108396.jpg,bacterial_leaf_blight,ADT45,55,train_images/bacterial_leaf_blight/108396.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
102246.jpg,hispa,ADT45,50,train_images/hispa/102246.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
101003.jpg,blast,KarnatakaPonni,75,train_images/blast/101003.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
100415.jpg,normal,ADT45,65,train_images/normal/100415.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.10675740615656645,True,False,False,False,False,False,False,False
106711.jpg,normal,ADT45,60,train_images/normal/106711.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
106044.jpg,blast,ADT45,70,train_images/blast/106044.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
102146.jpg,blast,KarnatakaPonni,50,train_images/blast/102146.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,-1.5676487917808108,False,False,False,True,False,False,False,False
107910.jpg,normal,ADT45,70,train_images/normal/107910.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
103104.jpg,brown_spot,ADT45,55,train_images/brown_spot/103104.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
100620.jpg,hispa,ADT45,50,train_images/hispa/100620.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
100924.jpg,dead_heart,AndraPonni,65,train_images/dead_heart/100924.jpg,False,AndraPonni,5,False,True,False,False,False,False,False,False,0.10675740615656645,False,True,False,False,False,False,False,False
109907.jpg,brown_spot,ADT45,72,train_images/brown_spot/109907.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
104900.jpg,blast,Ponni,55,train_images/blast/104900.jpg,False,Ponni,3,False,False,False,False,False,False,True,False,-1.0095133924683517,False,False,False,False,False,False,True,False
102314.jpg,bacterial_leaf_blight,ADT45,72,train_images/bacterial_leaf_blight/102314.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
104010.jpg,normal,ADT45,60,train_images/normal/104010.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
106140.jpg,hispa,AtchayaPonni,65,train_images/hispa/106140.jpg,False,AtchayaPonni,7,False,False,True,False,False,False,False,False,0.10675740615656645,False,False,True,False,False,False,False,False
104917.jpg,tungro,ADT45,67,train_images/tungro/104917.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
102441.jpg,normal,Ponni,60,train_images/normal/102441.jpg,False,Ponni,8,False,False,False,False,False,False,True,False,-0.4513779931558926,False,False,False,False,False,False,True,False
109350.jpg,tungro,ADT45,70,train_images/tungro/109350.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
105339.jpg,hispa,AndraPonni,65,train_images/hispa/105339.jpg,False,AndraPonni,7,False,True,False,False,False,False,False,False,0.10675740615656645,False,True,False,False,False,False,False,False
101376.jpg,brown_spot,ADT45,70,train_images/brown_spot/101376.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
100943.jpg,normal,ADT45,60,train_images/normal/100943.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
110166.jpg,blast,Ponni,55,train_images/blast/110166.jpg,False,Ponni,3,False,False,False,False,False,False,True,False,-1.0095133924683517,False,False,False,False,False,False,True,False
108035.jpg,tungro,ADT45,60,train_images/tungro/108035.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
106826.jpg,hispa,AndraPonni,65,train_images/hispa/106826.jpg,False,AndraPonni,7,False,True,False,False,False,False,False,False,0.10675740615656645,False,True,False,False,False,False,False,False
103259.jpg,tungro,ADT45,45,train_images/tungro/103259.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,-2.12578419109327,True,False,False,False,False,False,False,False
101935.jpg,blast,ADT45,70,train_images/blast/101935.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
106950.jpg,normal,ADT45,67,train_images/normal/106950.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
103378.jpg,blast,AndraPonni,45,train_images/blast/103378.jpg,False,AndraPonni,3,False,True,False,False,False,False,False,False,-2.12578419109327,False,True,False,False,False,False,False,False
105247.jpg,blast,ADT45,55,train_images/blast/105247.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
106258.jpg,tungro,ADT45,70,train_images/tungro/106258.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
109900.jpg,dead_heart,ADT45,60,train_images/dead_heart/109900.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
101180.jpg,normal,ADT45,60,train_images/normal/101180.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
106357.jpg,blast,KarnatakaPonni,75,train_images/blast/106357.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
109813.jpg,normal,ADT45,60,train_images/normal/109813.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
110081.jpg,hispa,Onthanel,70,train_images/hispa/110081.jpg,False,Onthanel,7,False,False,False,False,True,False,False,False,0.6648928054690255,False,False,False,False,True,False,False,False
101388.jpg,bacterial_leaf_streak,KarnatakaPonni,50,train_images/bacterial_leaf_streak/101388.jpg,False,KarnatakaPonni,1,False,False,False,True,False,False,False,False,-1.5676487917808108,False,False,False,True,False,False,False,False
104073.jpg,hispa,ADT45,60,train_images/hispa/104073.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
100286.jpg,blast,KarnatakaPonni,75,train_images/blast/100286.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
107454.jpg,blast,KarnatakaPonni,50,train_images/blast/107454.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,-1.5676487917808108,False,False,False,True,False,False,False,False
101861.jpg,downy_mildew,ADT45,60,train_images/downy_mildew/101861.jpg,False,ADT45,6,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
100891.jpg,downy_mildew,ADT45,70,train_images/downy_mildew/100891.jpg,False,ADT45,6,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
109472.jpg,bacterial_panicle_blight,ADT45,68,train_images/bacterial_panicle_blight/109472.jpg,False,ADT45,2,True,False,False,False,False,False,False,False,0.4416386457440419,True,False,False,False,False,False,False,False
100049.jpg,bacterial_leaf_blight,ADT45,50,train_images/bacterial_leaf_blight/100049.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
110242.jpg,blast,ADT45,70,train_images/blast/110242.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
109969.jpg,normal,Ponni,60,train_images/normal/109969.jpg,False,Ponni,8,False,False,False,False,False,False,True,False,-0.4513779931558926,False,False,False,False,False,False,True,False
101065.jpg,dead_heart,ADT45,70,train_images/dead_heart/101065.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
106170.jpg,downy_mildew,Ponni,68,train_images/downy_mildew/106170.jpg,False,Ponni,6,False,False,False,False,False,False,True,False,0.4416386457440419,False,False,False,False,False,False,True,False
105957.jpg,blast,ADT45,70,train_images/blast/105957.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
106456.jpg,normal,ADT45,65,train_images/normal/106456.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.10675740615656645,True,False,False,False,False,False,False,False
110399.jpg,hispa,ADT45,57,train_images/hispa/110399.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-0.7862592327433681,True,False,False,False,False,False,False,False
104914.jpg,tungro,ADT45,65,train_images/tungro/104914.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.10675740615656645,True,False,False,False,False,False,False,False
101352.jpg,dead_heart,Onthanel,50,train_images/dead_heart/101352.jpg,False,Onthanel,5,False,False,False,False,True,False,False,False,-1.5676487917808108,False,False,False,False,True,False,False,False
106879.jpg,tungro,ADT45,72,train_images/tungro/106879.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
104655.jpg,tungro,ADT45,70,train_images/tungro/104655.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
107810.jpg,normal,ADT45,50,train_images/normal/107810.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
102870.jpg,dead_heart,AndraPonni,65,train_images/dead_heart/102870.jpg,False,AndraPonni,5,False,True,False,False,False,False,False,False,0.10675740615656645,False,True,False,False,False,False,False,False
106249.jpg,blast,ADT45,55,train_images/blast/106249.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
106256.jpg,dead_heart,RR,70,train_images/dead_heart/106256.jpg,False,Other,5,False,False,False,False,False,True,False,False,0.6648928054690255,False,False,False,False,False,True,False,False
105931.jpg,dead_heart,KarnatakaPonni,75,train_images/dead_heart/105931.jpg,False,KarnatakaPonni,5,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
105662.jpg,bacterial_leaf_blight,ADT45,50,train_images/bacterial_leaf_blight/105662.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
105878.jpg,bacterial_leaf_blight,ADT45,72,train_images/bacterial_leaf_blight/105878.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
102973.jpg,bacterial_panicle_blight,ADT45,70,train_images/bacterial_panicle_blight/102973.jpg,False,ADT45,2,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
109833.jpg,normal,Ponni,55,train_images/normal/109833.jpg,False,Ponni,8,False,False,False,False,False,False,True,False,-1.0095133924683517,False,False,False,False,False,False,True,False
101996.jpg,hispa,ADT45,50,train_images/hispa/101996.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
104559.jpg,blast,KarnatakaPonni,75,train_images/blast/104559.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
108261.jpg,tungro,ADT45,70,train_images/tungro/108261.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
110144.jpg,brown_spot,ADT45,55,train_images/brown_spot/110144.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
104054.jpg,brown_spot,ADT45,70,train_images/brown_spot/104054.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
107143.jpg,hispa,ADT45,70,train_images/hispa/107143.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
108069.jpg,dead_heart,ADT45,70,train_images/dead_heart/108069.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
109105.jpg,dead_heart,ADT45,67,train_images/dead_heart/109105.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
110341.jpg,normal,ADT45,70,train_images/normal/110341.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
107681.jpg,normal,ADT45,70,train_images/normal/107681.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
103874.jpg,bacterial_leaf_streak,ADT45,60,train_images/bacterial_leaf_streak/103874.jpg,False,ADT45,1,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
100535.jpg,tungro,ADT45,67,train_images/tungro/100535.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
103153.jpg,hispa,ADT45,60,train_images/hispa/103153.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
107809.jpg,dead_heart,ADT45,70,train_images/dead_heart/107809.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
103702.jpg,bacterial_leaf_blight,ADT45,45,train_images/bacterial_leaf_blight/103702.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,-2.12578419109327,True,False,False,False,False,False,False,False
103583.jpg,blast,KarnatakaPonni,75,train_images/blast/103583.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
103007.jpg,dead_heart,Ponni,80,train_images/dead_heart/103007.jpg,False,Ponni,5,False,False,False,False,False,False,True,False,1.7811636040939436,False,False,False,False,False,False,True,False
107657.jpg,dead_heart,ADT45,75,train_images/dead_heart/107657.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,1.2230282047814847,True,False,False,False,False,False,False,False
101832.jpg,tungro,ADT45,70,train_images/tungro/101832.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
108423.jpg,tungro,ADT45,72,train_images/tungro/108423.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
104843.jpg,tungro,ADT45,70,train_images/tungro/104843.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
102397.jpg,normal,ADT45,50,train_images/normal/102397.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
108430.jpg,brown_spot,ADT45,70,train_images/brown_spot/108430.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
104357.jpg,blast,KarnatakaPonni,50,train_images/blast/104357.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,-1.5676487917808108,False,False,False,True,False,False,False,False
107972.jpg,brown_spot,Zonal,55,train_images/brown_spot/107972.jpg,False,Zonal,4,False,False,False,False,False,False,False,True,-1.0095133924683517,False,False,False,False,False,False,False,True
107944.jpg,hispa,ADT45,68,train_images/hispa/107944.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,0.4416386457440419,True,False,False,False,False,False,False,False
106028.jpg,bacterial_leaf_blight,ADT45,55,train_images/bacterial_leaf_blight/106028.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
103098.jpg,normal,ADT45,60,train_images/normal/103098.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
105954.jpg,normal,ADT45,60,train_images/normal/105954.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
107295.jpg,brown_spot,ADT45,55,train_images/brown_spot/107295.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
107144.jpg,dead_heart,ADT45,80,train_images/dead_heart/107144.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,1.7811636040939436,True,False,False,False,False,False,False,False
108975.jpg,brown_spot,ADT45,70,train_images/brown_spot/108975.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
101551.jpg,normal,ADT45,57,train_images/normal/101551.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.7862592327433681,True,False,False,False,False,False,False,False
100043.jpg,bacterial_panicle_blight,ADT45,70,train_images/bacterial_panicle_blight/100043.jpg,False,ADT45,2,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
105228.jpg,downy_mildew,ADT45,70,train_images/downy_mildew/105228.jpg,False,ADT45,6,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
106432.jpg,dead_heart,ADT45,70,train_images/dead_heart/106432.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
100821.jpg,downy_mildew,Onthanel,70,train_images/downy_mildew/100821.jpg,False,Onthanel,6,False,False,False,False,True,False,False,False,0.6648928054690255,False,False,False,False,True,False,False,False
103738.jpg,dead_heart,Onthanel,50,train_images/dead_heart/103738.jpg,False,Onthanel,5,False,False,False,False,True,False,False,False,-1.5676487917808108,False,False,False,False,True,False,False,False
102491.jpg,bacterial_panicle_blight,ADT45,70,train_images/bacterial_panicle_blight/102491.jpg,False,ADT45,2,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
104663.jpg,tungro,ADT45,60,train_images/tungro/104663.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
107316.jpg,hispa,ADT45,45,train_images/hispa/107316.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-2.12578419109327,True,False,False,False,False,False,False,False
105707.jpg,bacterial_leaf_streak,KarnatakaPonni,50,train_images/bacterial_leaf_streak/105707.jpg,False,KarnatakaPonni,1,False,False,False,True,False,False,False,False,-1.5676487917808108,False,False,False,True,False,False,False,False
100376.jpg,normal,Ponni,60,train_images/normal/100376.jpg,False,Ponni,8,False,False,False,False,False,False,True,False,-0.4513779931558926,False,False,False,False,False,False,True,False
110038.jpg,brown_spot,ADT45,68,train_images/brown_spot/110038.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.4416386457440419,True,False,False,False,False,False,False,False
100896.jpg,downy_mildew,KarnatakaPonni,50,train_images/downy_mildew/100896.jpg,False,KarnatakaPonni,6,False,False,False,True,False,False,False,False,-1.5676487917808108,False,False,False,True,False,False,False,False
110224.jpg,dead_heart,ADT45,70,train_images/dead_heart/110224.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
107310.jpg,downy_mildew,ADT45,68,train_images/downy_mildew/107310.jpg,False,ADT45,6,True,False,False,False,False,False,False,False,0.4416386457440419,True,False,False,False,False,False,False,False
